,Emp_ID,Age,Gender,City,Education_Level,Salary,Joining Designation,Designation,With_US,Quarterly Rating,Total Business Value,Last_Rating,Year_of_join,Month_of_join,Day_of_join,Attrition
26384,2002,35,1,25,0,98821,2,4,18,1.8333333333333333,1358995.5555555555,1,2010,6,18,0.0
10332,789,39,0,14,1,65696,2,2,24,3.5,1533590.8333333333,4,2015,11,27,0.0
31673,2391,28,1,18,1,40366,2,2,9,1.8888888888888888,368117.77777777775,2,2016,9,12,0.0
7991,596,29,1,3,1,66483,2,2,5,1.6,209824.0,1,2015,8,24,0.0
65464,2490,31,0,16,1,41770,1,1,1,1.0,0.0,1,2015,8,15,1.0
73224,1841,38,0,7,1,39997,2,2,1,1.0,0.0,1,2015,6,28,1.0
49460,599,26,0,2,1,34031,1,1,1,1.0,0.0,1,2015,9,11,1.0
33831,2541,30,0,19,1,68356,1,4,24,2.25,1445995.0,2,2013,4,27,0.0
31825,2399,29,0,15,2,67326,1,1,24,2.75,489266.25,3,2015,7,3,0.0
35201,2597,35,0,22,2,85254,1,2,24,2.5,582724.1666666666,3,2013,8,14,0.0
49643,1520,29,0,15,1,57159,1,1,1,1.0,0.0,1,2016,3,13,1.0
29369,2216,31,1,7,2,52209,2,2,5,1.0,0.0,1,2017,5,1,0.0
29351,2213,58,0,16,0,29202,1,1,7,3.0,473014.28571428574,3,2015,5,4,0.0
63796,723,38,1,8,2,35446,1,1,1,1.0,0.0,1,2015,2,23,1.0
15723,1188,31,0,27,1,101005,2,4,24,2.375,1307173.3333333333,1,2010,5,3,0.0
12194,943,51,1,14,1,24923,1,1,24,3.375,967952.5,4,2015,9,29,0.0
45612,1485,32,0,9,1,34361,1,1,1,1.0,0.0,1,2015,5,9,1.0
18774,1414,29,0,21,0,47329,1,2,24,3.25,872560.4166666666,3,2014,11,6,0.0
48216,1813,35,0,11,2,58456,1,1,1,1.0,0.0,1,2015,4,13,1.0
56395,816,36,1,18,1,34892,1,1,1,1.0,0.0,1,2015,7,28,1.0
19600,1484,45,1,11,1,101198,2,4,24,2.75,1963536.6666666667,3,2011,9,14,0.0
19817,1504,48,1,27,2,31555,2,2,24,2.875,734360.8333333334,3,2015,3,2,0.0
3169,252,37,1,16,2,81700,1,3,24,2.875,1181170.4166666667,4,2015,6,16,0.0
45784,1425,35,1,7,1,55634,2,2,1,1.0,0.0,1,2015,5,4,1.0
7755,581,40,1,17,2,52641,1,1,24,3.0,686465.0,3,2015,1,10,0.0
24236,1840,31,0,25,0,38183,1,3,24,2.8333333333333335,876227.9166666666,4,2014,11,21,0.0
61172,1847,39,1,7,1,40861,1,1,1,1.0,0.0,1,2015,5,18,1.0
39177,2130,29,0,24,0,44005,1,1,1,1.0,0.0,1,2015,7,27,1.0
61527,820,36,1,18,1,34902,1,1,1,1.0,0.0,1,2015,7,28,1.0
8741,662,37,1,21,0,76548,1,2,24,2.75,671610.8333333334,3,2013,10,17,0.0
8114,605,35,1,1,0,95352,1,3,24,2.75,985432.5,2,2012,10,15,0.0
31695,2394,42,1,16,2,76562,2,3,11,2.272727272727273,533961.8181818182,2,2015,9,12,0.0
17097,1271,39,0,3,1,108122,5,5,24,2.0,1442923.3333333333,2,2015,8,31,0.0
165,22,41,1,1,2,31224,1,1,16,2.875,471218.125,1,2015,5,25,0.0
39172,2241,28,0,19,0,17073,1,1,1,1.0,0.0,1,2015,6,20,1.0
46247,1047,41,0,8,1,60471,1,2,1,1.0,0.0,1,2012,9,24,1.0
57162,1853,39,1,7,1,41282,1,1,1,1.0,0.0,1,2015,5,13,1.0
18155,1363,44,0,10,1,32736,2,3,17,2.235294117647059,742857.6470588235,1,2012,7,26,0.0
15703,1187,30,0,27,2,109986,3,3,5,1.4,180084.0,1,2016,7,29,0.0
14616,1109,37,0,19,1,88798,1,3,24,2.875,845191.6666666666,3,2012,12,3,0.0
27937,2124,22,1,4,0,68936,1,2,7,1.4285714285714286,435065.71428571426,1,2015,8,22,0.0
25575,1928,28,1,4,0,69939,3,3,6,1.0,80835.0,1,2016,11,29,0.0
56776,1712,31,1,21,0,66837,1,1,1,1.0,0.0,1,2015,9,24,1.0
5111,402,45,1,16,2,91279,1,3,24,3.125,1121986.6666666667,3,2012,11,29,0.0
25540,1924,31,0,1,0,73534,2,2,24,2.625,567772.9166666666,2,2015,2,12,0.0
63002,123,36,0,3,1,47622,1,1,1,1.0,0.0,1,2015,8,8,1.0
19672,1486,44,0,6,1,81172,1,4,24,1.875,1215879.1666666667,1,2013,12,9,0.0
35798,2642,29,1,27,1,19447,1,1,6,2.5,705928.3333333334,1,2015,9,14,0.0
47774,1977,28,0,16,0,17092,1,1,1,1.0,0.0,1,2015,7,19,1.0
65189,2116,32,0,7,1,77254,2,2,1,1.0,0.0,1,2016,6,4,1.0
20973,1599,30,0,28,2,108812,3,3,6,1.0,50200.0,1,2017,7,4,0.0
56211,2313,30,0,10,1,74560,2,2,1,1.0,0.0,1,2015,8,17,1.0
27544,2095,34,1,18,0,48829,1,1,3,1.0,0.0,1,2016,10,29,0.0
19241,1453,30,1,12,1,34593,1,1,6,2.0,326226.6666666667,2,2015,9,28,0.0
22665,1718,34,0,18,1,95658,2,4,19,1.3157894736842106,538060.0,1,2010,10,2,0.0
75330,1495,29,0,16,1,39650,2,2,1,1.0,0.0,1,2015,11,11,1.0
29205,2202,30,1,8,1,33986,2,2,4,1.0,77500.0,1,2017,9,18,0.0
48533,1778,38,0,9,1,71280,1,1,1,1.0,0.0,1,2015,11,7,1.0
9066,698,32,1,0,2,76536,3,3,8,2.875,743776.25,2,2017,5,1,0.0
38171,394,44,0,12,1,34737,1,1,1,1.0,0.0,1,2015,1,22,1.0
26058,1968,40,1,6,0,55836,1,1,24,2.875,697813.3333333334,2,2015,7,13,0.0
1350,87,36,1,25,0,119341,3,3,16,3.25,2251826.25,4,2016,8,31,0.0
59201,2316,31,0,4,1,51169,1,1,1,1.0,0.0,1,2015,10,6,1.0
36459,2690,26,1,2,2,77662,1,2,24,3.25,1228135.0,4,2015,7,17,0.0
9882,758,34,1,6,0,54288,2,2,12,1.75,310105.8333333333,1,2016,8,31,0.0
54549,2299,34,0,6,1,40621,1,1,1,1.0,0.0,1,2015,10,23,1.0
70865,2114,31,0,18,0,44039,1,1,1,1.0,0.0,1,2015,8,21,1.0
45427,2589,27,0,18,0,66178,1,1,1,1.0,0.0,1,2015,10,26,1.0
14109,1078,38,1,17,1,31540,3,3,8,1.375,209863.75,1,2017,5,2,0.0
45102,2362,35,0,19,0,58883,1,1,1,1.0,0.0,1,2015,6,22,1.0
55419,861,29,0,18,0,62222,1,2,1,1.0,0.0,1,2013,10,14,1.0
1095,68,31,1,21,1,79288,1,3,24,3.25,1137909.1666666667,3,2012,10,18,0.0
47948,1699,30,0,19,0,18033,1,1,1,1.0,0.0,1,2015,7,3,1.0
57133,2182,35,1,9,1,41797,1,1,1,1.0,0.0,1,2015,8,7,1.0
27908,2118,27,1,1,2,47752,2,2,13,2.3076923076923075,600063.8461538461,3,2016,6,28,0.0
60858,1246,26,0,19,1,20708,1,1,1,1.0,0.0,1,2016,7,27,1.0
50826,1602,32,0,10,1,50708,2,2,1,1.0,0.0,1,2015,8,30,1.0
61904,1453,35,0,23,1,15856,1,1,1,1.0,0.0,1,2015,8,24,1.0
32157,2419,25,0,9,2,27993,1,1,2,1.0,50475.0,1,2015,11,16,0.0
66857,1309,29,0,15,0,56595,2,2,1,1.0,0.0,1,2016,5,11,1.0
67229,188,37,0,22,1,67849,1,1,1,1.0,0.0,1,2015,9,17,1.0
57587,337,32,1,23,0,21094,1,1,1,1.0,0.0,1,2015,10,21,1.0
46343,650,32,0,9,0,16372,1,1,1,1.0,0.0,1,2015,10,18,1.0
20622,1569,25,1,13,2,56760,1,1,19,2.1052631578947367,338126.3157894737,1,2015,5,13,0.0
41315,2550,23,1,27,1,26826,1,1,1,1.0,0.0,1,2015,11,3,1.0
65923,1297,29,0,17,0,65173,1,2,1,1.0,0.0,1,2015,4,13,1.0
45307,1396,32,0,8,0,34426,1,1,1,1.0,0.0,1,2015,5,10,1.0
49249,1646,33,0,6,0,44154,2,2,1,1.0,0.0,1,2015,10,13,1.0
43323,1938,37,0,8,1,71833,2,2,1,1.0,0.0,1,2015,11,13,1.0
29429,2223,40,1,4,0,35442,1,1,24,3.25,850523.3333333334,3,2015,10,21,0.0
3314,272,35,1,24,0,64901,2,2,19,2.263157894736842,473306.84210526315,3,2016,5,30,0.0
44269,669,36,1,16,1,108440,2,3,1,1.0,0.0,1,2013,6,19,1.0
65411,1351,40,0,7,2,60419,2,2,1,1.0,0.0,1,2015,10,21,1.0
54893,2154,38,0,18,0,85868,3,3,1,1.0,0.0,1,2015,10,9,1.0
55909,1883,36,0,3,1,44034,2,2,1,1.0,0.0,1,2015,10,6,1.0
33674,2529,41,1,19,1,31816,1,1,7,1.4285714285714286,107295.71428571429,1,2016,7,4,0.0
40490,2068,31,0,9,2,51205,2,2,1,1.0,0.0,1,2015,7,23,1.0
3423,275,41,1,12,1,89124,1,3,24,2.875,1404074.5833333333,3,2013,5,2,0.0
52336,1323,37,1,20,0,20562,2,2,1,1.0,0.0,1,2015,7,11,1.0
29391,2219,33,1,17,0,110792,2,3,8,2.75,1052626.25,2,2014,12,19,0.0
31563,2387,32,1,18,0,65298,1,2,4,1.0,153447.5,1,2014,6,30,0.0
52041,818,27,0,7,0,27031,1,1,1,1.0,0.0,1,2015,8,6,1.0
62226,1389,29,0,15,0,65559,1,2,1,1.0,0.0,1,2015,5,13,1.0
19535,1476,33,1,5,0,39422,2,2,4,1.0,37590.0,1,2017,6,13,0.0
29088,2198,48,0,5,1,75174,1,2,24,3.75,1495672.0833333333,4,2016,1,9,0.0
72782,905,24,0,8,0,27222,1,1,1,1.0,0.0,1,2015,8,7,1.0
20794,1585,48,1,26,0,117644,2,4,17,1.5294117647058822,1056916.4705882352,1,2010,6,16,0.0
48721,1716,39,0,1,0,42763,1,1,1,1.0,0.0,1,2015,6,9,1.0
14546,1106,37,1,13,0,49193,1,2,24,2.75,713866.6666666666,3,2013,1,29,0.0
44978,1891,38,1,6,0,41493,1,1,1,1.0,0.0,1,2015,5,7,1.0
34046,2545,45,1,14,1,44884,1,2,24,2.0,453284.1666666667,1,2015,5,13,0.0
64588,309,45,1,14,1,34832,1,1,1,1.0,0.0,1,2015,2,26,1.0
35095,2594,34,1,13,0,131568,1,4,24,2.0,957367.0833333334,2,2012,7,23,0.0
31657,2390,46,1,20,1,51383,1,2,24,3.0,775339.1666666666,1,2015,5,30,0.0
20710,1578,41,1,4,2,54922,2,2,14,2.2857142857142856,491942.85714285716,1,2015,10,5,0.0
5229,410,39,1,16,0,57225,2,2,4,1.0,152457.5,1,2015,8,5,0.0
26395,2005,25,1,4,2,58320,1,1,5,1.0,88480.0,1,2016,11,17,0.0
2586,194,30,1,27,1,54074,2,2,4,2.5,500000.0,1,2017,6,28,0.0
58174,287,25,1,1,1,33980,1,1,1,1.0,0.0,1,2015,10,13,1.0
28921,2193,36,1,21,2,84266,3,3,13,2.6153846153846154,1027969.2307692308,2,2016,12,12,0.0
46426,1765,40,0,25,1,51521,1,1,1,1.0,0.0,1,2015,5,26,1.0
70515,1164,32,0,14,1,34230,1,1,1,1.0,0.0,1,2015,3,7,1.0
57543,1574,28,0,9,0,43919,2,2,1,1.0,0.0,1,2015,11,16,1.0
65655,1712,35,0,11,1,39871,2,2,1,1.0,0.0,1,2015,8,22,1.0
71565,1840,33,1,26,1,52088,1,1,1,1.0,0.0,1,2015,6,27,1.0
27734,2109,31,1,26,2,72478,2,2,15,2.6,642992.6666666666,2,2016,10,8,0.0
74877,1506,27,0,7,1,12489,1,1,1,1.0,0.0,1,2015,5,8,1.0
74781,847,24,0,20,1,20475,1,1,1,1.0,40399.704287242464,1,2016,8,27,1.0
14564,1109,35,0,19,1,88798,1,3,24,2.875,845191.6666666666,3,2012,12,3,0.0
20517,1563,41,0,19,2,35176,2,2,19,2.1052631578947367,466150.0,3,2016,6,21,0.0
37766,2782,26,1,10,0,29582,1,1,4,1.0,0.0,1,2016,5,16,0.0
16503,1238,27,1,3,1,106983,2,4,24,2.875,2381627.0833333335,4,2012,11,26,0.0
48920,1868,36,0,12,0,57361,1,1,1,1.0,0.0,1,2015,9,11,1.0
11420,882,31,1,4,1,94945,2,4,21,1.0,64438.57142857143,1,2010,10,12,0.0
68988,967,28,0,10,1,76696,2,2,1,1.0,0.0,1,2015,8,11,1.0
42238,1493,38,0,5,1,43793,2,2,1,1.0,0.0,1,2015,7,10,1.0
26495,2008,35,0,19,1,30840,1,2,24,3.5,1117675.4166666667,4,2014,12,26,0.0
15056,1150,35,0,0,2,38572,2,2,9,1.3333333333333333,124398.88888888889,1,2017,3,13,0.0
30788,2308,46,1,13,1,49280,1,2,24,2.75,681268.3333333334,2,2015,5,8,0.0
2490,188,33,1,3,1,36483,2,2,14,1.2142857142857142,179763.57142857142,1,2016,11,15,0.0
45981,1266,29,0,19,0,61812,1,3,1,1.0,0.0,1,2011,9,20,1.0
9816,753,35,1,7,0,59656,2,2,24,3.25,976749.5833333334,4,2014,10,16,0.0
9834,753,35,1,7,0,59656,2,2,24,3.25,976749.5833333334,4,2014,10,16,0.0
59321,1936,26,0,25,2,52428,2,2,1,1.0,0.0,1,2015,7,29,1.0
24655,1859,35,1,14,1,37209,1,1,24,3.25,715005.4166666666,4,2014,12,15,0.0
30699,2299,42,0,24,1,129924,1,4,24,1.875,958082.0833333334,2,2012,11,19,0.0
30379,2273,32,1,17,2,66742,3,3,6,1.5,121446.66666666667,1,2017,5,22,0.0
25006,1877,39,0,18,1,116992,1,4,18,3.3333333333333335,2918120.0,1,2016,4,29,0.0
43165,1902,38,0,14,1,60379,1,1,1,1.0,0.0,1,2015,9,28,1.0
21606,1645,24,1,22,1,15822,1,1,6,1.0,0.0,1,2016,10,4,0.0
8343,624,33,1,6,0,104712,2,3,24,2.25,833817.5,2,2011,5,18,0.0
24767,1865,41,1,2,2,51764,2,2,8,1.75,392911.25,1,2015,11,30,0.0
41331,618,35,1,21,0,46074,1,1,1,1.0,0.0,1,2015,12,19,1.0
6988,544,42,1,5,2,50345,1,2,21,2.2857142857142856,653398.0952380953,2,2012,7,23,0.0
22801,1722,42,1,19,2,76806,1,3,20,1.45,324631.5,1,2012,7,30,0.0
6446,494,36,0,7,0,110964,3,3,10,3.0,1359334.0,1,2017,3,8,0.0
69049,1740,31,1,16,0,26443,1,1,1,1.0,0.0,1,2015,10,5,1.0
9276,710,32,1,9,2,110299,3,3,11,2.6363636363636362,644637.2727272727,4,2017,2,6,0.0
38576,1452,32,0,9,1,34340,1,1,1,1.0,0.0,1,2015,4,8,1.0
61141,1239,30,0,14,0,65660,2,2,1,1.0,0.0,1,2015,4,15,1.0
15809,1191,36,1,26,2,118722,1,4,24,2.125,1473435.4166666667,2,2014,6,23,0.0
12781,984,29,1,14,2,53058,1,2,16,2.3125,976682.5,1,2015,5,20,0.0
14547,1106,37,1,13,0,49193,1,2,24,2.75,713866.6666666666,3,2013,1,29,0.0
20345,1549,35,0,13,0,95945,1,3,24,2.75,902513.75,3,2012,8,30,0.0
69735,2046,35,0,9,0,56240,2,2,1,1.0,0.0,1,2015,8,4,1.0
65902,2512,36,0,23,0,59920,1,1,1,1.0,0.0,1,2013,9,28,1.0
49882,1758,36,0,12,0,46591,1,1,1,1.0,0.0,1,2015,10,20,1.0
13480,1039,45,1,18,0,138069,2,4,24,2.0,1110280.0,2,2012,7,5,0.0
27623,2103,37,1,1,1,64855,2,2,5,1.6,139648.0,1,2017,7,12,0.0
22672,1718,34,0,18,1,95658,2,4,19,1.3157894736842106,538060.0,1,2010,10,2,0.0
13680,1050,31,0,20,0,31915,1,1,24,2.7083333333333335,620817.0833333334,3,2015,1,7,0.0
37131,2731,43,0,14,2,27828,1,2,20,2.2,417664.0,1,2015,5,7,0.0
57542,1169,34,0,7,0,34592,1,1,1,1.0,0.0,1,2015,7,12,1.0
63520,1420,40,0,9,2,60693,1,1,1,1.0,0.0,1,2015,10,27,1.0
30551,2289,45,0,11,1,51339,1,2,24,2.0,483824.5833333333,2,2015,1,12,0.0
45666,2451,28,1,28,1,27535,1,1,1,1.0,0.0,1,2015,11,8,1.0
51342,1461,26,0,14,0,27370,1,1,1,1.0,0.0,1,2015,8,4,1.0
34514,2563,38,1,12,1,53880,1,1,13,3.076923076923077,560871.5384615385,1,2012,8,27,0.0
32076,2413,44,0,25,2,109652,1,3,23,2.3043478260869565,536634.7826086957,1,2012,11,12,0.0
40024,749,33,1,18,1,57090,2,2,1,1.0,0.0,1,2016,6,13,1.0
2302,170,35,1,26,2,91458,3,3,5,1.6,397536.0,1,2016,7,4,0.0
42775,634,34,0,12,0,16026,1,1,1,1.0,0.0,1,2015,10,20,1.0
69517,2548,45,1,16,1,96044,2,2,1,1.0,0.0,1,2015,8,15,1.0
50569,1704,36,0,2,0,42948,1,1,1,1.0,0.0,1,2015,7,10,1.0
36227,2670,33,0,16,0,38326,1,1,24,2.75,475742.5,3,2015,12,12,0.0
53306,2109,37,0,18,0,84742,3,3,1,1.0,0.0,1,2015,10,9,1.0
44990,849,46,0,1,2,59596,1,1,1,1.0,0.0,1,2015,10,9,1.0
42449,1519,38,0,16,0,33104,1,1,1,1.0,0.0,1,2015,5,13,1.0
24220,1840,31,0,25,0,34712,1,2,24,2.8333333333333335,876227.9166666666,4,2014,11,21,0.0
48973,205,25,0,13,1,76375,2,2,1,1.0,0.0,1,2015,10,15,1.0
64963,337,26,0,4,1,24457,1,1,1,1.0,0.0,1,2015,8,20,1.0
14664,1111,39,1,20,2,153109,3,4,24,2.25,1735867.5,1,2010,6,2,0.0
31896,2406,32,0,9,1,31097,1,1,7,1.0,33260.0,1,2016,2,17,0.0
28444,2166,42,1,21,2,31780,1,1,24,2.875,566259.1666666666,3,2015,7,9,0.0
47335,1386,27,0,12,1,44556,1,1,1,1.0,0.0,1,2015,7,13,1.0
50971,660,33,0,20,0,66271,1,2,1,1.0,0.0,1,2015,5,15,1.0
21855,1662,41,0,0,1,120954,1,3,24,2.875,910462.5,3,2012,9,20,0.0
52867,780,30,0,15,1,11901,1,1,1,1.0,0.0,1,2015,10,25,1.0
18272,1370,37,0,14,2,66350,1,1,24,2.625,529477.0833333334,1,2015,5,22,0.0
68369,1893,37,0,11,0,75005,2,2,1,1.0,0.0,1,2015,11,6,1.0
4036,329,43,0,2,0,133752,1,3,24,2.125,613214.5833333334,2,2012,7,19,0.0
37471,2754,29,1,25,2,62462,1,1,19,2.1052631578947367,301890.5263157895,2,2016,6,8,0.0
55676,917,25,0,22,2,20368,1,1,1,1.0,0.0,1,2016,8,29,1.0
15220,1164,32,0,26,2,32376,1,1,23,2.391304347826087,400630.8695652174,2,2014,8,4,0.0
30606,2289,47,0,11,1,51339,1,2,24,2.0,483824.5833333333,2,2015,1,12,0.0
59063,1578,27,0,15,0,27306,1,1,1,1.0,0.0,1,2015,8,4,1.0
34418,2560,30,1,14,2,47301,1,2,12,1.5,317111.6666666667,1,2014,11,29,0.0
37308,2740,47,1,14,2,35598,1,2,24,3.125,868477.5,4,2012,7,19,0.0
68683,921,31,0,9,1,74247,2,2,1,1.0,0.0,1,2015,10,12,1.0
55937,2297,33,0,9,1,80905,2,2,1,1.0,0.0,1,2017,2,5,1.0
35391,2615,31,1,21,2,98935,1,4,24,2.875,1786832.9166666667,3,2012,9,24,0.0
25765,1944,45,0,2,0,19072,1,1,9,1.3333333333333333,137911.11111111112,1,2015,3,12,0.0
8413,630,34,0,20,1,51781,2,2,8,1.0,165040.0,1,2015,9,9,0.0
62993,1989,35,0,4,0,39734,1,1,1,1.0,0.0,1,2015,6,11,1.0
46276,1415,37,0,4,1,46910,1,1,1,1.0,0.0,1,2015,10,12,1.0
29372,2217,36,0,23,0,72778,3,3,8,1.75,314078.75,2,2017,5,5,0.0
72043,1010,35,1,26,0,45234,1,1,1,1.0,0.0,1,2015,11,8,1.0
4070,333,44,0,25,0,45796,1,1,5,1.6,259392.0,1,2015,9,19,0.0
2676,202,33,1,20,1,28921,1,1,2,2.0,296650.0,2,2017,10,30,0.0
52857,1127,35,1,19,1,20137,1,1,1,1.0,0.0,1,2015,8,13,1.0
14578,1109,36,0,19,1,88798,1,3,24,2.875,845191.6666666666,3,2012,12,3,0.0
39234,581,33,0,11,2,49948,1,1,1,1.0,0.0,1,2015,5,28,1.0
47669,1427,39,1,20,0,20646,2,2,1,1.0,0.0,1,2015,7,10,1.0
11056,843,30,0,6,0,56035,1,2,19,2.5789473684210527,717214.2105263158,1,2015,2,20,0.0
15994,1206,41,0,6,0,65986,2,2,18,2.9444444444444446,885471.1111111111,3,2016,6,28,0.0
23364,1769,33,1,11,2,45609,1,1,8,1.0,78327.5,1,2015,7,8,0.0
7660,580,40,0,9,2,51189,1,1,24,3.6666666666666665,818719.5833333334,4,2015,7,27,0.0
68783,1680,33,0,15,1,36916,1,1,1,1.0,0.0,1,2015,5,19,1.0
23995,1817,41,0,27,0,58322,1,2,24,3.0416666666666665,862595.0,2,2012,7,26,0.0
46898,1118,34,0,17,0,96421,2,3,1,1.0,0.0,1,2013,8,14,1.0
35463,2617,38,0,17,1,104128,2,4,24,1.75,963102.0833333334,2,2012,1,16,0.0
34156,2547,38,1,10,1,77399,1,2,18,2.5,498996.1111111111,1,2015,6,29,0.0
47513,1354,28,0,5,1,36162,1,1,1,1.0,0.0,1,2015,5,19,1.0
64080,1919,34,0,13,1,57654,1,1,1,1.0,0.0,1,2015,7,13,1.0
27602,2100,42,1,28,0,65632,2,2,11,3.1818181818181817,873770.9090909091,4,2015,5,8,0.0
64343,1824,31,1,8,0,49605,1,1,1,1.0,0.0,1,2015,12,15,1.0
40476,479,37,1,7,0,34892,1,1,1,1.0,0.0,1,2015,10,18,1.0
11155,856,36,0,14,1,87661,1,3,13,2.1538461538461537,668231.5384615385,1,2013,4,26,0.0
50921,383,26,0,14,1,75808,2,2,1,1.0,0.0,1,2015,10,17,1.0
33899,2543,27,1,12,1,54239,1,2,24,3.375,1411753.3333333333,4,2015,6,10,0.0
38702,1258,30,0,12,0,66010,2,2,1,1.0,0.0,1,2015,5,15,1.0
32772,2473,39,0,25,0,30967,1,1,19,1.9473684210526316,327492.1052631579,2,2016,6,13,0.0
68679,684,29,1,16,1,20642,1,1,1,1.0,0.0,1,2015,9,22,1.0
47359,1087,43,0,3,2,59373,1,1,1,1.0,0.0,1,2015,9,6,1.0
53995,367,31,1,1,0,34515,1,1,1,1.0,0.0,1,2015,11,16,1.0
3631,296,32,0,12,0,65094,1,2,24,3.0,1245893.75,4,2015,6,10,0.0
53134,875,26,0,11,1,20352,1,1,1,1.0,68139.18488338453,1,2015,9,20,1.0
17857,1334,38,1,10,0,107712,4,4,18,2.5,1380984.4444444445,4,2016,7,18,0.0
53408,2460,35,1,3,1,55606,2,2,1,1.0,0.0,1,2015,11,13,1.0
62042,742,47,0,1,2,59660,1,1,1,1.0,0.0,1,2015,10,13,1.0
75332,2318,34,0,8,1,50677,1,1,1,1.0,0.0,1,2015,9,24,1.0
10521,800,35,1,25,1,49614,2,2,7,1.4285714285714286,88358.57142857143,1,2016,6,30,0.0
54346,1808,28,0,19,0,65270,1,2,1,1.0,0.0,1,2015,5,18,1.0
47471,2373,32,0,6,1,40244,2,2,1,1.0,0.0,1,2015,12,27,1.0
41074,1151,34,0,19,0,44793,1,1,1,1.0,0.0,1,2015,10,12,1.0
63725,2050,36,1,8,1,41796,1,1,1,1.0,0.0,1,2015,7,7,1.0
29002,2196,36,1,17,0,116383,2,4,24,2.125,1177143.75,1,2010,10,6,0.0
65879,1536,29,0,19,0,62543,1,4,1,1.0,0.0,1,2011,6,21,1.0
34085,2546,34,1,1,2,70774,2,2,24,3.0,923150.0,4,2015,8,6,0.0
54694,2050,27,0,22,1,52164,1,1,1,1.0,0.0,1,2015,8,27,1.0
32620,2455,25,1,20,0,99691,1,4,18,1.8333333333333333,1224305.0,1,2014,6,18,0.0
53623,1091,34,0,14,1,34641,1,1,1,1.0,0.0,1,2015,6,20,1.0
25666,1936,25,1,14,0,25818,1,1,24,2.75,691072.9166666666,3,2015,9,4,0.0
13717,1050,32,0,20,0,35462,1,2,24,2.7083333333333335,620817.0833333334,3,2015,1,7,0.0
10887,832,42,0,7,1,58747,1,1,24,3.125,643336.6666666666,4,2015,6,3,0.0
74468,705,29,1,16,1,20610,1,1,1,1.0,0.0,1,2015,9,22,1.0
57376,2160,24,0,24,1,27916,1,1,1,1.0,0.0,1,2016,4,7,1.0
9741,744,27,1,12,2,43322,1,1,8,1.75,190067.5,1,2015,1,21,0.0
53855,963,36,0,27,0,45273,1,1,1,1.0,0.0,1,2015,11,8,1.0
18071,1349,32,1,23,1,67126,1,3,13,1.6923076923076923,375170.0,1,2014,8,19,0.0
46080,1691,35,1,4,0,29856,1,1,1,1.0,0.0,1,2015,6,18,1.0
14472,1104,32,0,26,2,73594,3,3,7,3.5714285714285716,1324528.5714285714,4,2017,6,1,0.0
11441,887,24,1,5,0,23745,1,1,13,1.4615384615384615,246244.61538461538,1,2016,11,5,0.0
35606,2625,39,1,25,1,48525,1,2,24,3.125,947444.1666666666,3,2012,8,9,0.0
33338,2504,32,0,12,2,70395,3,3,5,1.0,0.0,1,2017,5,29,0.0
64832,1908,33,0,4,1,44318,1,1,1,1.0,0.0,1,2015,10,5,1.0
5259,414,33,0,17,1,97153,2,3,20,1.85,536624.0,2,2015,1,21,0.0
51204,1352,37,0,15,1,50650,1,1,1,1.0,0.0,1,2015,8,28,1.0
40332,2163,29,0,21,0,26988,1,1,1,1.0,0.0,1,2015,9,3,1.0
7168,556,36,0,27,2,51658,1,2,24,3.125,871474.1666666666,4,2012,10,4,0.0
66716,2116,34,0,10,1,56624,2,2,1,1.0,0.0,1,2015,5,6,1.0
66047,1806,33,0,7,2,101164,2,2,1,1.0,0.0,1,2016,5,21,1.0
67037,1031,41,0,22,0,15038,1,1,1,1.0,0.0,1,2015,8,25,1.0
6753,532,36,1,18,1,61243,1,1,15,2.0,345452.6666666667,3,2016,10,25,0.0
74752,1932,31,0,17,0,77264,2,2,1,1.0,0.0,1,2015,11,12,1.0
69106,1024,32,1,22,0,20321,2,2,1,1.0,0.0,1,2015,7,13,1.0
73368,1158,30,1,8,1,35700,1,1,1,1.0,0.0,1,2015,5,22,1.0
64890,1452,29,0,16,2,68452,1,1,1,1.0,0.0,1,2015,9,11,1.0
42548,2690,37,0,5,0,49996,1,1,1,1.0,0.0,1,2015,12,16,1.0
70373,2442,23,1,25,1,26650,1,1,1,1.0,0.0,1,2016,11,6,1.0
4109,336,46,1,1,2,140769,2,4,20,1.3,478879.0,1,2015,2,10,0.0
14175,1090,37,1,4,1,96750,2,4,24,2.75,2099270.4166666665,2,2011,6,27,0.0
55265,195,32,1,21,0,20883,1,1,1,1.0,0.0,1,2015,10,18,1.0
43433,287,35,0,10,1,49626,1,1,1,1.0,0.0,1,2015,6,28,1.0
72267,2050,27,1,18,2,52096,2,2,1,1.0,0.0,1,2016,8,21,1.0
25104,1882,33,1,8,0,52471,3,3,8,1.75,556728.75,2,2016,11,18,0.0
27433,2087,51,1,16,2,93270,1,2,24,3.0,1239021.25,4,2012,8,20,0.0
68610,1326,30,0,12,1,66147,1,1,1,1.0,0.0,1,2015,6,15,1.0
12926,992,46,1,26,0,52083,1,1,18,1.8333333333333333,275630.0,2,2016,7,20,0.0
34700,2568,32,1,20,1,83298,2,4,24,1.75,842598.3333333334,2,2011,12,5,0.0
3114,252,35,1,16,2,81700,1,3,24,2.875,1181170.4166666667,4,2015,6,16,0.0
57381,1794,29,0,15,1,71605,1,1,1,1.0,0.0,1,2015,10,23,1.0
